date,machine,Shaft Speed of Motor (RPM),point,BPFO (Y9),BPFI (Y10),FTF (Y11),BSF (Y12),Severity of bearing defect (Y13)
2025-06-27,P-210S,1470,M1A,1,1,1,1,1.0
2025-06-27,P-210S,1470,M1V,1,1,1,1,1.0
2025-06-27,P-210S,1470,M1H,1,1,1,1,1.0
2025-06-27,P-210S,1470,M2A,1,1,1,1,1.0
2025-06-27,P-210S,1470,M2V,1,1,1,1,1.0
2025-06-27,P-210S,1470,M2H,1,1,1,1,1.0
2025-06-27,P-210S,1470,P3V,1,1,1,1,1.0
2025-06-27,P-210S,1470,P3H,1,1,1,1,1.0
2025-06-27,P-210S,1470,P4A,1,1,1,1,1.0
2025-06-27,P-210S,1470,P4V,1,1,1,1,1.0
2025-06-27,P-210S,1470,P4H,1,1,1,1,1.0
2025-10-16,P-566S,2900,M1A,1,1,1,1,1.0
2025-10-16,P-566S,2900,M1V,1,1,1,1,1.0
2025-10-16,P-566S,2900,M1H,1,1,1,1,1.0
2025-10-16,P-566S,2900,M2A,1,1,1,1,1.0
2025-10-16,P-566S,2900,M2V,1,1,1,1,1.0
2025-10-16,P-566S,2900,M2H,1,1,1,1,1.0
2025-10-16,P-566S,2900,P3V,1,1,1,1,1.0
2025-10-16,P-566S,2900,P3H,1,1,1,1,1.0
2025-10-16,P-566S,2900,P4A,1,1,1,1,1.0
2025-10-16,P-566S,2900,P4V,1,1,1,1,1.0
2025-10-16,P-566S,2900,P4H,1,1,1,1,1.0
2025-11-20,P-3602A,2965,M1A,1,1,1,1,1.0
2025-11-20,P-3602A,2965,M1V,1,1,1,1,1.0
2025-11-20,P-3602A,2965,M1H,1,1,1,1,1.0
2025-11-20,P-3602A,2965,M2A,1,1,1,1,1.0
2025-11-20,P-3602A,2965,M2V,1,1,1,1,1.0
2025-11-20,P-3602A,2965,M2H,1,1,1,1,1.0
2025-11-20,P-3602A,2965,P3V,1,1,1,1,1.0
2025-11-20,P-3602A,2965,P3H,1,1,1,1,1.0
2025-11-20,P-3602A,2965,P4A,1,1,1,1,1.0
2025-11-20,P-3602A,2965,P4V,1,1,1,1,1.0
2025-11-20,P-3602A,2965,P4H,1,1,1,1,1.0
2025-11-07,P-4705A,1463,M1A,1,1,1,1,1.0
2025-11-07,P-4705A,1463,M1V,1,1,1,1,1.0
2025-11-07,P-4705A,1463,M1H,1,1,1,1,1.0
2025-11-07,P-4705A,1463,M2A,1,1,1,1,1.0
2025-11-07,P-4705A,1463,M2V,1,1,1,1,1.0
2025-11-07,P-4705A,1463,M2H,1,1,1,1,1.0
2025-11-07,P-4705A,1463,P3V,1,1,1,1,1.0
2025-11-07,P-4705A,1463,P3H,1,1,1,1,1.0
2025-11-07,P-4705A,1463,P4A,1,1,1,1,1.0
2025-11-07,P-4705A,1463,P4V,1,1,1,1,1.0
2025-11-07,P-4705A,1463,P4H,1,1,1,1,1.0
2025-07-24,R-180,985,M1A,1,1,1,1,1.0
2025-07-24,R-180,985,M1V,1,1,1,1,1.0
2025-07-24,R-180,985,M1H,1,1,1,1,1.0
2025-07-24,R-180,985,M2A,1,1,1,1,1.0
2025-07-24,R-180,985,M2V,1,1,1,1,1.0
2025-07-24,R-180,985,M2H,1,1,1,1,1.0
2025-07-24,R-180,985,P3V,1,1,1,1,1.0
2025-07-24,R-180,985,P3H,1,1,1,1,1.0
2025-07-24,R-180,985,P4A,1,1,1,1,1.0
2025-07-24,R-180,985,P4V,1,1,1,1,1.0
2025-07-24,R-180,985,P4H,1,1,1,1,1.0
2025-12-08,P-478S,2975,M1A,1,1,1,1,1.0
2025-12-08,P-478S,2975,M1V,1,1,1,1,1.0
2025-12-08,P-478S,2975,M1H,1,1,1,1,1.0
2025-12-08,P-478S,2975,M2A,1,1,2,1,2.0
2025-12-08,P-478S,2975,M2V,1,1,2,1,2.0
2025-12-08,P-478S,2975,M2H,1,1,2,1,2.0
2025-12-08,P-478S,2975,P3V,1,1,1,1,1.0
2025-12-08,P-478S,2975,P3H,1,1,1,1,1.0
2025-12-08,P-478S,2975,P4A,1,1,1,1,1.0
2025-12-08,P-478S,2975,P4V,1,1,1,1,1.0
2025-12-08,P-478S,2975,P4H,1,1,1,1,1.0
2025-12-09,P-478S,2975,M1A,1,1,1,1,1.0
2025-12-09,P-478S,2975,M1V,1,1,1,1,1.0
2025-12-09,P-478S,2975,M1H,1,1,1,1,1.0
2025-12-09,P-478S,2975,M2A,1,1,2,1,2.0
2025-12-09,P-478S,2975,M2V,1,1,2,1,2.0
2025-12-09,P-478S,2975,M2H,1,1,2,1,2.0
2025-12-09,P-478S,2975,P3V,1,1,1,1,1.0
2025-12-09,P-478S,2975,P3H,1,1,1,1,1.0
2025-12-09,P-478S,2975,P4A,1,1,1,1,1.0
2025-12-09,P-478S,2975,P4V,1,1,1,1,1.0
2025-12-09,P-478S,2975,P4H,1,1,1,1,1.0
2025-12-10,P-478S,2975,M1A,1,1,1,1,1.0
2025-12-10,P-478S,2975,M1V,1,1,1,1,1.0
2025-12-10,P-478S,2975,M1H,1,1,1,1,1.0
2025-12-10,P-478S,2975,M2A,1,1,2,1,2.0
2025-12-10,P-478S,2975,M2V,1,1,2,1,2.0
2025-12-10,P-478S,2975,M2H,1,1,2,1,2.0
2025-12-10,P-478S,2975,P3V,1,1,1,1,1.0
2025-12-10,P-478S,2975,P3H,1,1,1,1,1.0
2025-12-10,P-478S,2975,P4A,1,1,1,1,1.0
2025-12-10,P-478S,2975,P4V,1,1,1,1,1.0
2025-12-10,P-478S,2975,P4H,1,1,1,1,1.0
2025-12-12,P-478S,2975,M1A,1,1,1,1,1.0
2025-12-12,P-478S,2975,M1V,1,1,1,1,1.0
2025-12-12,P-478S,2975,M1H,1,1,1,1,1.0
2025-12-12,P-478S,2975,M2A,1,1,2,1,2.0
2025-12-12,P-478S,2975,M2V,1,1,2,1,2.0
2025-12-12,P-478S,2975,M2H,1,1,2,1,2.0
2025-12-12,P-478S,2975,P3V,1,1,1,1,1.0
2025-12-12,P-478S,2975,P3H,1,1,1,1,1.0
2025-12-12,P-478S,2975,P4A,1,1,1,1,1.0
2025-12-12,P-478S,2975,P4V,1,1,1,1,1.0
2025-12-12,P-478S,2975,P4H,1,1,1,1,1.0
2025-12-13,P-478S,2975,M1A,1,1,1,1,1.0
2025-12-13,P-478S,2975,M1V,1,1,1,1,1.0
2025-12-13,P-478S,2975,M1H,1,1,1,1,1.0
2025-12-13,P-478S,2975,M2A,1,1,2,1,2.0
2025-12-13,P-478S,2975,M2V,1,1,2,1,2.0
2025-12-13,P-478S,2975,M2H,1,1,2,1,2.0
2025-12-13,P-478S,2975,P3V,1,1,1,1,1.0
2025-12-13,P-478S,2975,P3H,1,1,1,1,1.0
2025-12-13,P-478S,2975,P4A,1,1,1,1,1.0
2025-12-13,P-478S,2975,P4V,1,1,1,1,1.0
2025-12-13,P-478S,2975,P4H,1,1,1,1,1.0
2025-12-14,P-478S,2975,M1A,1,1,1,1,1.0
2025-12-14,P-478S,2975,M1V,1,1,1,1,1.0
2025-12-14,P-478S,2975,M1H,1,1,1,1,1.0
2025-12-14,P-478S,2975,M2A,1,1,2,1,2.0
2025-12-14,P-478S,2975,M2V,1,1,2,1,2.0
2025-12-14,P-478S,2975,M2H,1,1,2,1,2.0
2025-12-14,P-478S,2975,P3V,1,1,1,1,1.0
2025-12-14,P-478S,2975,P3H,1,1,1,1,1.0
2025-12-14,P-478S,2975,P4A,1,1,1,1,1.0
2025-12-14,P-478S,2975,P4V,1,1,1,1,1.0
2025-12-14,P-478S,2975,P4H,1,1,1,1,1.0
2024-05-11,PM-1011R,2980,M1A,1,1,1,1,1.0
2024-05-11,PM-1011R,2980,M1V,1,1,1,1,1.0
2024-05-11,PM-1011R,2980,M1H,1,1,1,1,1.0
2024-05-11,PM-1011R,2980,M2A,3,1,3,3,3.0
2024-05-11,PM-1011R,2980,M2V,3,1,3,3,3.0
2024-05-11,PM-1011R,2980,M2H,3,1,3,3,3.0
2024-05-11,P-1011R,2980,P3V,1,1,1,1,1.0
2024-05-11,P-1011R,2980,P3H,1,1,1,1,1.0
2024-05-11,P-1011R,2980,P4A,1,1,1,1,1.0
2024-05-11,P-1011R,2980,P4V,1,1,1,1,1.0
2024-05-11,P-1011R,2980,P4H,1,1,1,1,1.0
2025-04-23,PM-1121A,1470,M1A,3,1,3,3,3.0
2025-04-23,PM-1121A,1470,M1V,3,1,3,3,3.0
2025-04-23,PM-1121A,1470,M1H,3,1,3,3,3.0
2025-04-23,PM-1121A,1470,M2A,1,1,1,1,1.0
2025-04-23,PM-1121A,1470,M2V,1,1,1,1,1.0
2025-04-23,PM-1121A,1470,M2H,1,1,1,1,1.0
2025-04-23,P-1121A,1470,P3V,1,1,1,1,1.0
2025-04-23,P-1121A,1470,P3H,1,1,1,1,1.0
2025-04-23,P-1121A,1470,P4A,1,3,1,3,3.0
2025-04-23,P-1121A,1470,P4V,1,3,1,3,3.0
2025-04-23,P-1121A,1470,P4H,1,3,1,3,3.0
2025-05-21,PM-1121A,1470,M1A,1,1,1,1,1.0
2025-05-21,PM-1121A,1470,M1V,1,1,1,1,1.0
2025-05-21,PM-1121A,1470,M1H,1,1,1,1,1.0
2025-05-21,PM-1121A,1470,M2A,1,1,1,1,1.0
2025-05-21,PM-1121A,1470,M2V,1,1,1,1,1.0
2025-05-21,PM-1121A,1470,M2H,1,1,1,1,1.0
2025-05-21,P-1121A,1470,P3V,1,1,1,1,1.0
2025-05-21,P-1121A,1470,P3H,1,1,1,1,1.0
2025-05-21,P-1121A,1470,P4A,1,3,1,3,3.0
2025-05-21,P-1121A,1470,P4V,1,3,1,3,3.0
2025-05-21,P-1121A,1470,P4H,1,3,1,3,3.0
2025-07-21,PM-1201R,2900,M1A,1,1,1,1,1.0
2025-07-21,PM-1201R,2900,M1V,1,1,1,1,1.0
2025-07-21,PM-1201R,2900,M1H,1,1,1,1,1.0
2025-07-21,PM-1201R,2900,M2A,1,1,1,1,1.0
2025-07-21,PM-1201R,2900,M2V,1,1,1,1,1.0
2025-07-21,PM-1201R,2900,M2H,1,1,1,1,1.0
2025-07-21,P-1201R,2900,P3V,3,1,3,3,3.0
2025-07-21,P-1201R,2900,P3H,3,1,3,3,3.0
2025-07-21,P-1201R,2900,P4A,1,1,1,1,1.0
2025-07-21,P-1201R,2900,P4V,1,1,1,1,1.0
2025-07-21,P-1201R,2900,P4H,1,1,1,1,1.0
2024-05-04,PM-1210A,2950,M1A,3,1,3,3,3.0
2024-05-04,PM-1210A,2950,M1V,3,1,3,3,3.0
2024-05-04,PM-1210A,2950,M1H,3,1,3,3,3.0
2024-05-04,PM-1210A,2950,M2A,1,3,3,3,3.0
2024-05-04,PM-1210A,2950,M2V,1,3,3,3,3.0
2024-05-04,PM-1210A,2950,M2H,1,3,3,3,3.0
2024-05-04,P-1210A,2950,P3V,1,1,1,1,1.0
2024-05-04,P-1210A,2950,P3H,1,1,1,1,1.0
2024-05-04,P-1210A,2950,P4A,1,1,1,1,1.0
2024-05-04,P-1210A,2950,P4V,1,1,1,1,1.0
2024-05-04,P-1210A,2950,P4H,1,1,1,1,1.0
2024-05-10,PM-1210A,2950,M1A,3,1,3,3,3.0
2024-05-10,PM-1210A,2950,M1V,3,1,3,3,3.0
2024-05-10,PM-1210A,2950,M1H,3,1,3,3,3.0
2024-05-10,PM-1210A,2950,M2A,1,3,3,3,3.0
2024-05-10,PM-1210A,2950,M2V,1,3,3,3,3.0
2024-05-10,PM-1210A,2950,M2H,1,3,3,3,3.0
2024-05-10,P-1210A,2950,P3V,1,1,1,1,1.0
2024-05-10,P-1210A,2950,P3H,1,1,1,1,1.0
2024-05-10,P-1210A,2950,P4A,1,1,1,1,1.0
2024-05-10,P-1210A,2950,P4V,1,1,1,1,1.0
2024-05-10,P-1210A,2950,P4H,1,1,1,1,1.0
2024-05-16,PM-1210A,2950,M1A,3,1,3,3,3.0
2024-05-16,PM-1210A,2950,M1V,3,1,3,3,3.0
2024-05-16,PM-1210A,2950,M1H,3,1,3,3,3.0
2024-05-16,PM-1210A,2950,M2A,1,3,3,3,3.0
2024-05-16,PM-1210A,2950,M2V,1,3,3,3,3.0
2024-05-16,PM-1210A,2950,M2H,1,3,3,3,3.0
2024-05-16,P-1210A,2950,P3V,1,1,1,1,1.0
2024-05-16,P-1210A,2950,P3H,1,1,1,1,1.0
2024-05-16,P-1210A,2950,P4A,1,1,1,1,1.0
2024-05-16,P-1210A,2950,P4V,1,1,1,1,1.0
2024-05-16,P-1210A,2950,P4H,1,1,1,1,1.0
2025-12-10,PM-1302R,2977,M1A,3,1,1,3,3.0
2025-12-10,PM-1302R,2977,M1V,3,1,1,3,3.0
2025-12-10,PM-1302R,2977,M1H,3,1,1,3,3.0
2025-12-10,PM-1302R,2977,M2A,3,1,1,3,3.0
2025-12-10,PM-1302R,2977,M2V,3,1,1,3,3.0
2025-12-10,PM-1302R,2977,M2H,3,1,1,3,3.0
2025-12-10,P-1302R,2977,P3V,1,1,1,1,1.0
2025-12-10,P-1302R,2977,P3H,1,1,1,1,1.0
2025-12-10,P-1302R,2977,P4A,1,1,1,1,1.0
2025-12-10,P-1302R,2977,P4V,1,1,1,1,1.0
2025-12-10,P-1302R,2977,P4H,1,1,1,1,1.0
2025-09-16,PM-1403A,2970,M1A,1,1,1,1,1.0
2025-09-16,PM-1403A,2970,M1V,1,1,1,1,1.0
2025-09-16,PM-1403A,2970,M1H,1,1,1,1,1.0
2025-09-16,PM-1403A,2970,M2A,1,1,1,1,1.0
2025-09-16,PM-1403A,2970,M2V,1,1,1,1,1.0
2025-09-16,PM-1403A,2970,M2H,1,1,1,1,1.0
2025-09-16,P-1403A,2970,P3V,1,1,3,3,3.0
2025-09-16,P-1403A,2970,P3H,1,1,3,3,3.0
2025-09-16,P-1403A,2970,P4A,1,1,1,1,1.0
2025-09-16,P-1403A,2970,P4V,1,1,1,1,1.0
2025-09-16,P-1403A,2970,P4H,1,1,1,1,1.0
2025-10-27,PM-1409R,2970,M1A,1,1,1,1,1.0
2025-10-27,PM-1409R,2970,M1V,1,1,1,1,1.0
2025-10-27,PM-1409R,2970,M1H,1,1,1,1,1.0
2025-10-27,PM-1409R,2970,M2A,1,1,1,1,1.0
2025-10-27,PM-1409R,2970,M2V,1,1,1,1,1.0
2025-10-27,PM-1409R,2970,M2H,1,1,1,1,1.0
2025-10-27,P-1409R,2970,P3V,3,1,3,3,3.0
2025-10-27,P-1409R,2970,P3H,3,1,3,3,3.0
2025-10-27,P-1409R,2970,P4A,1,1,1,1,1.0
2025-10-27,P-1409R,2970,P4V,1,1,1,1,1.0
2025-10-27,P-1409R,2970,P4H,1,1,1,1,1.0
2025-12-17,PM-1452A,2950,M1A,1,1,1,1,1.0
2025-12-17,PM-1452A,2950,M1V,1,1,1,1,1.0
2025-12-17,PM-1452A,2950,M1H,1,1,1,1,1.0
2025-12-17,PM-1452A,2950,M2A,1,1,3,3,3.0
2025-12-17,PM-1452A,2950,M2V,1,1,3,3,3.0
2025-12-17,PM-1452A,2950,M2H,1,1,3,3,3.0
2025-12-17,P-1452A,2950,P3V,1,1,1,1,1.0
2025-12-17,P-1452A,2950,P3H,1,1,1,1,1.0
2025-12-17,P-1452A,2950,P4A,1,1,1,1,1.0
2025-12-17,P-1452A,2950,P4V,1,1,1,1,1.0
2025-12-17,P-1452A,2950,P4H,1,1,1,1,1.0
2025-08-11,PM-1453R,2950,M1A,1,1,1,1,1.0
2025-08-11,PM-1453R,2950,M1V,1,1,1,1,1.0
2025-08-11,PM-1453R,2950,M1H,1,1,1,1,1.0
2025-08-11,PM-1453R,2950,M2A,1,1,1,1,1.0
2025-08-11,PM-1453R,2950,M2V,1,1,1,1,1.0
2025-08-11,PM-1453R,2950,M2H,1,1,1,1,1.0
2025-08-11,P-1453R,2950,P3V,3,3,1,3,3.0
2025-08-11,P-1453R,2950,P3H,3,3,1,3,3.0
2025-08-11,P-1453R,2950,P4A,3,3,1,3,3.0
2025-08-11,P-1453R,2950,P4V,3,3,1,3,3.0
2025-08-11,P-1453R,2950,P4H,3,3,1,3,3.0
2025-09-04,PM-1455A,2950,M1A,3,1,1,3,3.0
2025-09-04,PM-1455A,2950,M1V,3,1,1,3,3.0
2025-09-04,PM-1455A,2950,M1H,3,1,1,3,3.0
2025-09-04,PM-1455A,2950,M2A,1,1,1,1,1.0
2025-09-04,PM-1455A,2950,M2V,1,1,1,1,1.0
2025-09-04,PM-1455A,2950,M2H,1,1,1,1,1.0
2025-09-04,P-1455A,2950,P3V,1,1,1,1,1.0
2025-09-04,P-1455A,2950,P3H,1,1,1,1,1.0
2025-09-04,P-1455A,2950,P4A,1,1,1,1,1.0
2025-09-04,P-1455A,2950,P4V,1,1,1,1,1.0
2025-09-04,P-1455A,2950,P4H,1,1,1,1,1.0
2025-12-22,PM-1483A,2950,M1A,1,1,3,3,3.0
2025-12-22,PM-1483A,2950,M1V,1,1,3,3,3.0
2025-12-22,PM-1483A,2950,M1H,1,1,3,3,3.0
2025-12-22,PM-1483A,2950,M2A,3,3,1,1,1.0
2025-12-22,PM-1483A,2950,M2V,3,3,1,1,1.0
2025-12-22,PM-1483A,2950,M2H,3,3,1,1,1.0
2025-12-22,P-1483A,2950,P3V,1,1,1,1,1.0
2025-12-22,P-1483A,2950,P3H,1,1,1,1,1.0
2025-12-22,P-1483A,2950,P4A,1,1,1,1,1.0
2025-12-22,P-1483A,2950,P4V,1,1,1,1,1.0
2025-12-22,P-1483A,2950,P4H,1,1,1,1,1.0
2025-07-17,PN-1501A,2950,M1A,1,1,1,1,1.0
2025-07-17,PN-1501A,2950,M1V,1,1,1,1,1.0
2025-07-17,PN-1501A,2950,M1H,1,1,1,1,1.0
2025-07-17,PN-1501A,2950,M2A,1,1,1,1,1.0
2025-07-17,PN-1501A,2950,M2V,1,1,1,1,1.0
2025-07-17,PN-1501A,2950,M2H,1,1,1,1,1.0
2025-07-17,P-1501A,2950,P3V,3,1,3,3,3.0
2025-07-17,P-1501A,2950,P3H,3,1,3,3,3.0
2025-07-17,P-1501A,2950,P4A,1,1,1,1,1.0
2025-07-17,P-1501A,2950,P4V,1,1,1,1,1.0
2025-07-17,P-1501A,2950,P4H,1,1,1,1,1.0
2025-08-29,PM-5001A,2980,M1A,3,3,1,3,3.0
2025-08-29,PM-5001A,2980,M1V,3,3,1,3,3.0
2025-08-29,PM-5001A,2980,M1H,3,3,1,3,3.0
2025-08-29,PM-5001A,2980,M2A,1,1,1,1,1.0
2025-08-29,PM-5001A,2980,M2V,1,1,1,1,1.0
2025-08-29,PM-5001A,2980,M2H,1,1,1,1,1.0
2025-08-29,P-5001A,2980,P3V,3,1,1,3,3.0
2025-08-29,P-5001A,2980,P3H,3,1,1,3,3.0
2025-08-29,P-5001A,2980,P4A,1,1,1,1,1.0
2025-08-29,P-5001A,2980,P4V,1,1,1,1,1.0
2025-08-29,P-5001A,2980,P4H,1,1,1,1,1.0
2025-01-23,310PC111,2950,M1V,1,1,1,1,1.0
2025-01-23,310PC111,2950,M1H,1,1,1,1,1.0
2025-01-23,310PC111,2950,M1P,1,1,1,1,1.0
2025-01-23,310PC111,2950,M2A,1,1,1,1,1.0
2025-01-23,310PC111,2950,M2V,1,1,1,1,1.0
2025-01-23,310PC111,2950,M2H,1,1,1,1,1.0
2025-01-23,310PC111,2950,M2P,1,1,1,1,1.0
2025-01-23,310PC111,2950,P1A,1,1,1,1,1.0
2025-01-23,310PC111,2950,P1V,1,1,1,1,1.0
2025-01-23,310PC111,2950,P1H,1,1,1,1,1.0
2025-01-23,310PC111,2950,P1P,1,1,1,1,1.0
2025-01-23,310PC111,2950,P2A,1,1,1,1,1.0
2025-01-23,310PC111,2950,P2V,1,1,1,1,1.0
2025-01-23,310PC111,2950,P2H,1,1,1,1,1.0
2025-01-23,310PC111,2950,P2P,1,1,1,1,1.0
2025-02-21,310PC111,2950,M1V,1,1,1,1,1.0
2025-02-21,310PC111,2950,M1H,1,1,1,1,1.0
2025-02-21,310PC111,2950,M1P,1,1,1,1,1.0
2025-02-21,310PC111,2950,M2A,1,1,1,1,1.0
2025-02-21,310PC111,2950,M2V,1,1,1,1,1.0
2025-02-21,310PC111,2950,M2H,1,1,1,1,1.0
2025-02-21,310PC111,2950,M2P,1,1,1,1,1.0
2025-02-21,310PC111,2950,P1A,1,1,1,1,1.0
2025-02-21,310PC111,2950,P1V,1,1,1,1,1.0
2025-02-21,310PC111,2950,P1H,1,1,1,1,1.0
2025-02-21,310PC111,2950,P1P,1,1,1,1,1.0
2025-02-21,310PC111,2950,P2A,1,1,1,1,1.0
2025-02-21,310PC111,2950,P2V,1,1,1,1,1.0
2025-02-21,310PC111,2950,P2H,1,1,1,1,1.0
2025-02-21,310PC111,2950,P2P,1,1,1,1,1.0
2025-03-21,310PC111,2950,M1V,1,1,1,1,1.0
2025-03-21,310PC111,2950,M1H,1,1,1,1,1.0
2025-03-21,310PC111,2950,M1P,1,1,1,1,1.0
2025-03-21,310PC111,2950,M2A,1,1,1,1,1.0
2025-03-21,310PC111,2950,M2V,1,1,1,1,1.0
2025-03-21,310PC111,2950,M2H,1,1,1,1,1.0
2025-03-21,310PC111,2950,M2P,1,1,1,1,1.0
2025-03-21,310PC111,2950,P1A,1,1,1,1,1.0
2025-03-21,310PC111,2950,P1V,1,1,1,1,1.0
2025-03-21,310PC111,2950,P1H,1,1,1,1,1.0
2025-03-21,310PC111,2950,P1P,1,1,1,1,1.0
2025-03-21,310PC111,2950,P2A,1,1,1,1,1.0
2025-03-21,310PC111,2950,P2V,1,1,1,1,1.0
2025-03-21,310PC111,2950,P2H,1,1,1,1,1.0
2025-03-21,310PC111,2950,P2P,1,1,1,1,1.0
2025-01-16,P-518A,2900,M1A,1,1,1,1,1.0
2025-01-16,P-518A,2900,M1V,1,1,1,1,1.0
2025-01-16,P-518A,2900,M1H,1,1,1,1,1.0
2025-01-16,P-518A,2900,M2A,1,1,1,1,1.0
2025-01-16,P-518A,2900,M2V,1,1,1,1,1.0
2025-01-16,P-518A,2900,M2H,1,1,1,1,1.0
2025-01-16,P-518A,2900,P3V,1,1,1,1,1.0
2025-01-16,P-518A,2900,P3H,1,1,1,1,1.0
2025-01-16,P-518A,2900,P4A,1,1,1,1,1.0
2025-01-16,P-518A,2900,P4V,1,1,1,1,1.0
2025-01-16,P-518A,2900,P4H,1,1,1,1,1.0
2025-02-10,P-1553S,2965,M1A,1,1,1,1,1.0
2025-02-10,P-1553S,2965,M1V,1,1,1,1,1.0
2025-02-10,P-1553S,2965,M1H,1,1,1,1,1.0
2025-02-10,P-1553S,2965,M2A,1,1,1,1,1.0
2025-02-10,P-1553S,2965,M2V,1,1,1,1,1.0
2025-02-10,P-1553S,2965,M2H,1,1,1,1,1.0
2025-02-10,P-1553S,2965,P3V,1,1,1,1,1.0
2025-02-10,P-1553S,2965,P3H,1,1,1,1,1.0
2025-02-10,P-1553S,2965,P4A,1,1,1,1,1.0
2025-02-10,P-1553S,2965,P4V,1,1,1,1,1.0
2025-02-10,P-1553S,2965,P4H,1,1,1,1,1.0
2025-01-16,955-PC-113,2914,M1A,1,2,2,1,2.0
2025-01-16,955-PC-113,2914,M1V,1,2,2,1,2.0
2025-01-16,955-PC-113,2914,M1H,1,2,2,1,2.0
2025-01-16,955-PC-113,2914,M2A,1,1,1,1,1.0
2025-01-16,955-PC-113,2914,M2V,1,1,1,1,1.0
2025-01-16,955-PC-113,2914,M2H,1,1,1,1,1.0
2025-01-16,955-PC-113,2914,P3V,1,1,1,1,1.0
2025-01-16,955-PC-113,2914,P3H,1,1,1,1,1.0
2025-02-21,955-PC-113,2914,M1A,1,2,2,1,2.0
2025-02-21,955-PC-113,2914,M1V,1,2,2,1,2.0
2025-02-21,955-PC-113,2914,M1H,1,2,2,1,2.0
2025-02-21,955-PC-113,2914,M2A,1,1,1,1,1.0
